pozo_id,x_m,y_m,profundidad_m,unidad_sintetica,as_ug_l,muestra_aleatoria_50,muestra_preferencial_50
S0797,38608.2,71784.2,47.1,Pampeano profundo,15.8,False,False
S0798,79486.7,47476.4,39.7,Pampeano profundo,36.73,False,False
S0799,24681.5,20027.6,55.0,Pampeano profundo,11.29,False,True
S0800,28454.9,67658.2,35.7,Pampeano profundo,14.98,False,False
S0801,77638.8,58247.5,65.7,Arenas Puelches,37.55,False,False
S0802,69518.3,11550.7,28.3,Pampeano profundo,13.61,False,False
S0803,78481.5,78644.4,30.9,Pampeano profundo,22.58,False,False
S0804,38933.7,75258.8,19.9,Pampeano somero,19.81,False,False
S0805,18480.1,29864.8,48.7,Pampeano profundo,14.79,False,False
S0806,43452.1,35835.9,32.3,Pampeano profundo,16.51,False,False
S0807,74068.3,32772.6,37.0,Pampeano profundo,23.76,False,False
S0808,84632.9,40327.7,59.0,Arenas Puelches,21.4,False,False
S0809,90223.5,21483.3,69.6,Arenas Puelches,11.96,False,False
S0810,99267.1,12819.6,40.8,Pampeano profundo,18.61,False,False
S0811,31324.0,75151.9,58.1,Arenas Puelches,7.55,False,False
S0812,83805.0,53678.6,54.5,Pampeano profundo,37.55,False,False
S0813,99850.2,78869.2,49.7,Pampeano profundo,18.74,False,False
S0814,27961.2,55859.4,26.9,Pampeano profundo,20.93,False,False
S0815,506.1,25979.7,21.0,Pampeano somero,14.11,False,False
S0816,14248.2,64081.9,40.4,Pampeano profundo,10.94,False,False
S0817,77768.2,19465.3,48.8,Pampeano profundo,16.86,False,False
S0818,80387.3,79903.6,39.2,Pampeano profundo,21.2,False,False
S0819,25975.2,30738.7,29.1,Pampeano profundo,12.11,False,False
S0820,94021.6,33312.2,33.3,Pampeano profundo,19.24,False,False
S0821,23646.0,55314.8,45.0,Pampeano profundo,14.15,False,False
S0822,72856.0,24382.9,54.7,Pampeano profundo,15.85,False,False
S0823,18448.7,35579.5,48.7,Pampeano profundo,10.9,False,False
S0824,75724.0,27896.9,54.3,Pampeano profundo,17.35,False,False
S0825,5081.9,1902.6,32.0,Pampeano profundo,8.44,False,False
S0826,59016.6,47019.9,64.2,Arenas Puelches,26.1,False,False
S0827,34897.2,46054.5,30.0,Pampeano profundo,13.17,False,False
S0828,65910.1,27941.2,52.6,Pampeano profundo,20.89,False,False
S0829,88679.3,29670.2,43.7,Pampeano profundo,18.61,False,False
S0830,32212.9,3045.1,28.3,Pampeano profundo,10.43,False,False
S0831,95107.0,24702.5,41.5,Pampeano profundo,18.61,False,False
S0832,45187.0,58943.5,49.9,Pampeano profundo,20.18,False,False
S0833,39989.0,39274.2,55.7,Arenas Puelches,8.75,False,False
S0834,20452.6,14804.5,44.2,Pampeano profundo,9.27,False,False
S0835,5565.1,10597.6,8.0,Pampeano somero,15.3,False,False
S0836,6108.6,38578.8,47.5,Pampeano profundo,8.8,False,False
S0837,85014.5,37768.6,22.6,Pampeano somero,35.98,False,False
S0838,731.0,36812.1,61.1,Arenas Puelches,4.59,False,False
S0839,64830.0,47198.8,48.3,Pampeano profundo,36.2,False,False
S0840,60963.2,27923.0,47.0,Pampeano profundo,17.28,False,False
S0841,58723.5,31561.5,57.0,Arenas Puelches,12.38,True,False
S0842,45987.1,26305.3,40.0,Pampeano profundo,13.3,True,False
S0843,6393.3,49825.4,35.6,Pampeano profundo,9.62,False,True
S0844,19242.0,2732.6,35.6,Pampeano profundo,9.3,False,False
S0845,69458.1,56299.5,47.8,Pampeano profundo,41.87,False,False
S0846,89098.8,64192.0,49.6,Pampeano profundo,32.8,False,False
S0847,48220.1,29260.0,46.4,Pampeano profundo,14.67,False,False
S0848,39041.1,2376.2,8.0,Pampeano somero,16.01,False,False
S0849,83341.8,56263.9,46.8,Pampeano profundo,37.99,False,False
S0850,4017.8,50763.1,19.2,Pampeano somero,14.34,False,False
S0851,59857.6,60280.0,77.9,Arenas Puelches,28.37,False,False
S0852,97123.0,11196.2,59.1,Arenas Puelches,10.77,False,False
S0853,43003.9,45740.2,54.3,Pampeano profundo,20.03,False,False
S0854,30185.1,30842.0,47.2,Pampeano profundo,12.35,True,False
S0855,37243.0,4980.7,50.4,Pampeano profundo,10.27,False,True
S0856,57457.4,50796.7,34.0,Pampeano profundo,31.38,False,False
S0857,88175.1,40432.4,58.0,Arenas Puelches,20.6,False,False
S0858,72925.3,64381.7,57.0,Arenas Puelches,33.9,False,False
S0859,34246.4,28146.4,44.2,Pampeano profundo,13.5,False,False
S0860,38259.0,32685.4,51.8,Pampeano profundo,12.62,False,False
S0861,63502.7,20784.5,58.3,Arenas Puelches,8.93,False,False
S0862,62806.1,39029.5,45.7,Pampeano profundo,26.51,False,False
S0863,11388.9,38016.3,25.9,Pampeano profundo,9.4,False,False
S0864,57690.9,5700.7,54.8,Pampeano profundo,12.32,False,False
S0865,74701.4,76710.4,65.3,Arenas Puelches,21.89,False,False
S0866,12721.1,65848.7,25.1,Pampeano profundo,10.76,False,False
S0867,77587.6,67945.6,61.3,Arenas Puelches,27.89,False,False
S0868,14858.1,39140.8,42.9,Pampeano profundo,10.52,False,False
S0869,8647.7,30231.0,46.4,Pampeano profundo,11.03,False,False
S0870,55720.8,57954.8,54.9,Pampeano profundo,31.47,False,True
S0871,78098.6,79029.2,34.6,Pampeano profundo,20.98,False,False
S0872,61637.4,60439.1,48.9,Pampeano profundo,34.71,False,False
S0873,60672.3,7301.2,57.6,Arenas Puelches,8.7,False,False
S0874,9228.2,64055.3,56.2,Arenas Puelches,5.99,False,False
S0875,57906.3,36377.2,55.5,Arenas Puelches,15.61,False,False
S0876,51488.2,997.0,33.0,Pampeano profundo,10.66,False,False
S0877,1430.7,20347.5,40.7,Pampeano profundo,9.0,False,False
S0878,76595.4,72447.2,44.2,Pampeano profundo,27.45,False,False
S0879,21962.7,38987.2,41.4,Pampeano profundo,12.22,False,False
S0880,46356.7,59721.8,57.0,Arenas Puelches,17.35,False,False
S0881,45701.8,35290.1,26.7,Pampeano profundo,14.66,False,False
S0882,68028.9,628.6,52.5,Pampeano profundo,12.03,False,False
S0883,86213.9,48432.5,53.7,Pampeano profundo,32.83,False,False
S0884,78002.5,22618.0,35.7,Pampeano profundo,16.74,False,False
S0885,21207.9,11115.6,54.1,Pampeano profundo,10.86,False,False
S0886,22875.2,54888.4,33.7,Pampeano profundo,10.58,False,False
S0887,42850.6,48925.9,43.7,Pampeano profundo,20.96,False,False
S0888,36541.8,19783.3,11.2,Pampeano somero,16.87,False,False
S0889,71884.5,3773.6,60.1,Arenas Puelches,8.27,False,False
S0890,54783.3,65220.6,41.2,Pampeano profundo,25.21,False,False
S0891,45043.2,55809.0,39.6,Pampeano profundo,20.18,False,False
S0892,60440.4,10231.0,62.9,Arenas Puelches,9.89,False,False
S0893,38097.8,62598.0,19.3,Pampeano somero,21.47,False,False
S0894,85811.3,30846.5,58.8,Arenas Puelches,14.78,False,False
S0895,74760.9,62797.9,59.7,Arenas Puelches,33.34,False,False
S0896,79601.4,68602.1,23.6,Pampeano somero,35.91,False,False
S0897,99135.4,12549.2,53.1,Pampeano profundo,15.82,False,True
S0898,68710.8,38506.1,41.7,Pampeano profundo,28.54,False,False
S0899,65206.5,61456.5,33.2,Pampeano profundo,38.86,False,False
S0900,76626.2,76554.4,31.6,Pampeano profundo,24.98,False,False
S0901,63272.5,53073.7,54.4,Pampeano profundo,38.04,False,False
S0902,95504.5,52369.1,63.6,Arenas Puelches,23.13,False,False
S0903,40661.8,76463.9,29.3,Pampeano profundo,18.14,False,False
S0904,36927.6,10133.8,31.0,Pampeano profundo,12.4,False,False
S0905,8574.0,49241.3,49.0,Pampeano profundo,12.68,False,False
S0906,94287.4,56741.0,78.6,Arenas Puelches,22.58,False,False
S0907,8191.1,30804.3,20.2,Pampeano somero,13.02,True,False
S0908,91019.6,46931.7,31.3,Pampeano profundo,30.11,True,False
S0909,35461.4,35952.6,29.1,Pampeano profundo,12.82,False,False
S0910,99138.8,5597.2,36.9,Pampeano profundo,13.7,False,False
S0911,13135.2,30741.4,53.8,Pampeano profundo,11.15,True,False
S0912,24185.0,140.5,28.4,Pampeano profundo,11.45,False,False
S0913,79055.3,57327.6,74.8,Arenas Puelches,36.19,False,False
S0914,38917.1,71448.6,48.4,Pampeano profundo,15.81,False,False
S0915,44095.6,14289.9,55.8,Arenas Puelches,5.55,False,False
S0916,20100.0,71161.0,48.2,Pampeano profundo,14.05,False,False
S0917,15628.6,19766.9,27.3,Pampeano profundo,15.6,False,False
S0918,85865.6,2117.3,31.2,Pampeano profundo,20.79,False,False
S0919,59179.6,25511.4,56.8,Arenas Puelches,10.38,True,False
S0920,78621.9,35335.8,62.5,Arenas Puelches,19.22,False,False
S0921,36658.3,67161.9,47.8,Pampeano profundo,16.59,False,False
S0922,48668.8,46088.1,44.0,Pampeano profundo,20.79,False,False
S0923,91581.8,6713.3,50.4,Pampeano profundo,14.77,False,False
S0924,90524.4,16863.7,51.8,Pampeano profundo,16.97,False,False
S0925,59557.7,58000.7,28.6,Pampeano profundo,35.34,False,False
S0926,68141.4,39355.9,47.1,Pampeano profundo,27.55,False,False
S0927,7482.0,48569.7,39.1,Pampeano profundo,10.2,False,False
S0928,34404.2,11453.7,20.3,Pampeano somero,14.82,False,True
S0929,56731.2,46401.6,11.7,Pampeano somero,33.38,False,False
S0930,44196.5,25574.3,40.3,Pampeano profundo,14.78,True,False
S0931,30744.7,3801.6,16.6,Pampeano somero,14.69,False,False
S0932,70281.7,29826.9,17.5,Pampeano somero,23.44,False,False
S0933,23567.8,47358.4,19.5,Pampeano somero,16.44,False,False
S0934,91009.9,46296.9,51.4,Pampeano profundo,27.43,False,False
S0935,20708.9,24512.8,40.0,Pampeano profundo,11.39,False,False
S0936,71790.6,36432.3,47.6,Pampeano profundo,23.96,False,False
S0937,49432.8,26234.4,65.0,Arenas Puelches,7.93,False,False
S0938,73300.8,37691.3,53.3,Pampeano profundo,27.19,False,False
S0939,40556.4,63027.6,62.0,Arenas Puelches,10.93,False,False
S0940,35373.4,50880.2,44.7,Pampeano profundo,17.85,False,False
S0941,64437.6,35571.2,59.0,Arenas Puelches,20.2,True,False
S0942,96319.7,14324.8,69.1,Arenas Puelches,11.19,False,False
S0943,68851.1,18183.0,71.0,Arenas Puelches,11.7,False,False
S0944,1610.4,60490.6,35.5,Pampeano profundo,10.72,False,False
S0945,3091.4,23035.5,23.5,Pampeano somero,14.86,False,True
S0946,21330.7,55858.2,41.3,Pampeano profundo,13.92,False,False
S0947,35325.8,11800.1,59.1,Arenas Puelches,10.89,False,False
S0948,15947.4,11312.7,59.5,Arenas Puelches,4.84,False,False
S0949,95349.6,67488.5,51.1,Pampeano profundo,30.35,False,False
S0950,26577.9,52374.2,45.8,Pampeano profundo,14.62,False,False
S0951,45865.4,11696.0,63.3,Arenas Puelches,10.03,False,False
S0952,14069.1,72588.7,41.9,Pampeano profundo,11.94,False,False
S0953,30509.0,68040.2,50.1,Pampeano profundo,14.38,False,False
S0954,54581.3,44213.9,56.1,Arenas Puelches,25.53,False,False
S0955,41855.8,29573.1,40.3,Pampeano profundo,12.6,True,False
S0956,8886.4,17786.9,28.5,Pampeano profundo,8.06,False,False
S0957,74782.6,27123.2,77.7,Arenas Puelches,18.19,False,False
S0958,96959.3,55695.6,42.4,Pampeano profundo,25.24,False,False
S0959,23554.0,16289.8,27.6,Pampeano profundo,11.9,False,False
S0960,22157.7,60273.7,37.5,Pampeano profundo,11.57,False,False
S0961,75521.6,77809.8,49.0,Pampeano profundo,22.97,False,True
S0962,45420.5,58311.8,47.1,Pampeano profundo,19.87,False,False
S0963,4037.1,6212.9,34.4,Pampeano profundo,8.1,False,False
S0964,4814.0,20256.7,44.8,Pampeano profundo,7.68,False,False
S0965,98137.7,9480.0,71.1,Arenas Puelches,10.93,False,False
S0966,72334.4,46903.0,42.6,Pampeano profundo,38.54,False,False
S0967,51531.5,20052.9,44.7,Pampeano profundo,11.79,True,False
S0968,15816.6,24209.5,57.3,Arenas Puelches,6.53,False,False
S0969,91034.3,2294.4,36.4,Pampeano profundo,16.55,False,False
S0970,37517.1,51226.5,27.6,Pampeano profundo,14.38,False,False
S0971,32813.0,55040.1,33.3,Pampeano profundo,13.88,False,False
S0972,79005.9,44791.2,46.1,Pampeano profundo,33.61,False,False
S0973,81817.1,8544.8,59.0,Arenas Puelches,20.8,False,False
S0974,1925.6,56085.9,17.8,Pampeano somero,15.15,False,False
S0975,55020.6,74285.1,36.2,Pampeano profundo,19.65,False,False
S0976,35102.6,72408.9,28.3,Pampeano profundo,14.77,False,False
S0977,97028.2,77385.3,29.8,Pampeano profundo,19.63,False,False
S0978,31454.8,69855.9,25.7,Pampeano profundo,13.09,False,False
S0979,30066.0,56700.6,50.9,Pampeano profundo,15.94,True,False
S0980,65838.7,14088.5,47.2,Pampeano profundo,13.81,False,False
S0981,90374.0,79850.4,50.8,Pampeano profundo,21.03,False,False
S0982,64204.9,17548.6,53.4,Pampeano profundo,15.89,False,False
S0983,55982.5,30776.6,50.2,Pampeano profundo,20.95,False,False
S0984,12078.5,75193.2,44.8,Pampeano profundo,12.2,False,False
S0985,25708.3,79551.3,64.9,Arenas Puelches,7.02,False,False
S0986,79883.1,24803.9,56.0,Arenas Puelches,11.99,False,False
S0987,13610.5,75095.9,8.0,Pampeano somero,17.29,False,False
S0988,94023.2,12978.7,56.4,Arenas Puelches,10.7,True,False
S0989,94734.4,18788.6,61.5,Arenas Puelches,12.36,False,False
S0990,63905.3,4903.9,51.9,Pampeano profundo,12.29,False,False
S0991,30221.9,55102.9,34.1,Pampeano profundo,17.37,False,False
S0992,92410.4,5829.7,36.2,Pampeano profundo,16.12,False,False
S0993,79759.7,44327.3,48.1,Pampeano profundo,32.19,True,False
S0994,73699.0,35051.9,55.3,Arenas Puelches,18.99,False,False
S0995,14165.1,24622.5,50.6,Pampeano profundo,10.98,False,False
S0996,61046.5,58269.3,22.2,Pampeano somero,41.86,False,False
S0997,81735.1,51241.7,52.0,Pampeano profundo,41.28,False,False
S0998,23181.3,28386.0,56.8,Arenas Puelches,4.76,False,False
S0999,25851.4,17073.6,50.7,Pampeano profundo,9.1,False,False
S1000,44752.0,66725.8,75.3,Arenas Puelches,15.43,False,False
